FP-1;Ubah status data user;05/11/2012 07:09:14;603 (1);
FP-1;Ubah data user;05/11/2012 07:09:40;971361368 ();
FP-1;Ubah data user;05/11/2012 07:11:30;971361368 ();
FP-1;Ubah status data user;05/11/2012 08:24:00;640 (1);
FP-1;Ubah data user;05/11/2012 08:24:18;amel ();
971361368;Terkait PendapatanCV. YUDHA PUTRA;05/11/2012 09:35:51; di Nopend 40005;
;Ubah data rangewaktu;05/11/2012 09:42:46; (13);
;Ubah data rangewaktu;05/11/2012 09:43:28; (2);
;Ubah data rangewaktu;05/11/2012 09:43:49; (1);
;Ubah data rangewaktu;05/11/2012 09:44:03; (4);
;Ubah data rangewaktu;05/11/2012 09:44:34; (3);
;Ubah data rangewaktu;05/11/2012 09:44:58; (7);
;Ubah data rangewaktu;05/11/2012 09:45:25; (5);
;Ubah data rangewaktu;05/11/2012 09:45:45; (6);
;Ubah data rangewaktu;05/11/2012 09:47:11; (30);
;Ubah data rangewaktu;05/11/2012 09:47:32; (10);
;Ubah data rangewaktu;05/11/2012 09:47:53; (8);
;Ubah data rangewaktu;05/11/2012 09:48:08; (9);
;Ubah data rangewaktu;05/11/2012 09:48:56; (20);
;Ubah data rangewaktu;05/11/2012 09:49:33; (20);
;Ubah data rangewaktu;05/11/2012 09:51:59; (23);
;Ubah data rangewaktu;05/11/2012 09:52:39; (11);
;Ubah data rangewaktu;05/11/2012 09:54:02; (24);
;Ubah data rangewaktu;05/11/2012 09:54:38; (22);
;Ubah data rangewaktu;05/11/2012 09:55:32; (18);
;Ubah data rangewaktu;05/11/2012 09:56:50; (21);
;Ubah data rangewaktu;05/11/2012 09:57:12; (19);
;Ubah data rangewaktu;05/11/2012 09:57:45; (11);
;Ubah data;05/11/2012 10:16:11; (94);
;Ubah data rangewaktu;05/11/2012 11:18:07; (1);
;Ubah data rangewaktu;05/11/2012 11:26:01; (26);
FP-1;Ubah data user;05/11/2012 12:30:04;979383640 ();
971361368;Ubah status data user;05/11/2012 13:33:05;652 (1);
971361368;Ubah data user;05/11/2012 13:33:18;97112345 ();
;Ubah status data user;05/11/2012 13:37:50;652 (0);
;Ubah status data user;05/11/2012 13:38:03;640 (0);
FP-1;Ubah data user;05/11/2012 13:43:12;959160668 ();
971361368;Ubah status data user;05/11/2012 13:57:08;652 (1);
FP-1;Ubah data user;05/11/2012 14:00:23;971361368 ();
971361368;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 14:03:56; di Nopend 40005;
971361368;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 14:06:47; di Nopend 40005;
;Insert data pegawai;05/11/2012 14:07:28; ();
;Insert data pegawai;05/11/2012 14:09:03; ();
FP-1;Ubah data user;05/11/2012 14:10:07;967338311 ();
FP-1;Insert data user;05/11/2012 14:11:08;967318397 ();
971361368;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 14:17:06; di Nopend 40005;
971361368;Ubah Data Faktur Penjualan 040.000-12.00007545;05/11/2012 14:17:48; di Nopend 40005 dengan id (8840);
FP-1;Ubah data user;05/11/2012 14:18:22;967338311 ();
971361368;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 14:19:03; di Nopend 40005;
FP-1;Ubah data user;05/11/2012 14:19:21;963357141 ();
971361368;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 14:21:53; di Nopend 40005;
971361368;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Pura;05/11/2012 14:26:10; di Nopend 40005;
971361368;Ubah Data Faktur Penjualan 040.000-12.00007548;05/11/2012 14:26:25; di Nopend 40005 dengan id (8843);
971361368;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 14:28:54; di Nopend 40005;
971361368;Ubah Data Faktur Penjualan 040.000-12.00007548;05/11/2012 14:35:50; di Nopend 40005 dengan id (8843);
971361368;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 14:38:24; di Nopend 40005;
971361368;Terkait PendapatanPT. BANK BRI ( PERSERO );05/11/2012 14:43:42; di Nopend 40005;
971361368;Pembatalan Bukti Potong 1231111;05/11/2012 14:44:00; id : (40);
;Insert data;05/11/2012 14:50:46; ();
;Insert data;05/11/2012 14:55:09; ();
;Insert data;05/11/2012 15:03:38; ();
;Insert data;05/11/2012 15:07:39; ();
968286884;Insert Data Faktur Penjualan dgn Pemebeli PT BRI CABANG SUMEDANG;05/11/2012 15:17:26; di Nopend 45300;
968286884;Insert Data Faktur Penjualan dgn Pemebeli PT BRI CABANG SUMEDANG;05/11/2012 15:19:22; di Nopend 45300;
983390940;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 15:31:32; di Nopend 41200;
;Insert data;05/11/2012 15:34:13; ();
983390940;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 15:38:37; di Nopend 41200;
983390940;Ubah Data Faktur Penjualan 010.000-12.00007553;05/11/2012 15:39:11; di Nopend 41200 dengan id (8848);
968286884;Ubah Data Faktur Penjualan 010.000-12.00007551;05/11/2012 15:39:58; di Nopend 45300 dengan id (8846);
968286884;Ubah Data Faktur Penjualan 030.000-12.00007552;05/11/2012 15:42:43; di Nopend 45300 dengan id (8847);
968286884;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 15:47:27; di Nopend 45300;
968286884;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 15:49:15; di Nopend 45300;
986391920;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 15:53:19; di Nopend 44100;
968286884;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 15:53:32; di Nopend 45300;
986391920;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 15:57:20; di Nopend 44100;
983390940;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 15:59:25; di Nopend 41200;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:06:36; di Nopend 41300;
983390940;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:07:05; di Nopend 41200;
983390940;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:07:05; di Nopend 41200;
968286884;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 16:16:45; di Nopend 45300;
968286884;Ubah Data Faktur Penjualan 030.000-12.00007564;05/11/2012 16:17:21; di Nopend 45300 dengan id (8859);
968286884;Ubah Data Faktur Penjualan 030.000-12.00007564;05/11/2012 16:17:47; di Nopend 45300 dengan id (8859);
969322033;Ubah Data Faktur Penjualan 010.000-12.00007561;05/11/2012 16:19:56; di Nopend 41300 dengan id (8856);
FP-1;Ubah data user;05/11/2012 16:19:59;963357141 ();
969322033;Pembatalan Faktur Pajak Keluaran 010.000-12.00007561;05/11/2012 16:20:17; id : (8856);
968286884;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 16:22:28; di Nopend 45300;
983390940;Ubah Data Faktur Penjualan 010.000-12.00007563;05/11/2012 16:23:13; di Nopend 41200 dengan id (8858);
986391920;Ubah Data Faktur Penjualan 010.000-12.00007557;05/11/2012 16:27:57; di Nopend 44100 dengan id (8852);
983390940;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:30:06; di Nopend 41200;
975360036;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:30:44; di Nopend 43100;
;Ubah data perusahaan;05/11/2012 16:31:10; ();
981397165;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:32:52; di Nopend 84300;
985391856;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:32:52; di Nopend 41100;
968286884;Ubah Data Faktur Penjualan 010.000-12.00007551;05/11/2012 16:32:55; di Nopend 45300 dengan id (8846);
983390940;Ubah Data Faktur Penjualan 010.000-12.00007553;05/11/2012 16:33:00; di Nopend 41200 dengan id (8848);
969322033;Ubah Data Faktur Penjualan 010.000-12.00007561;05/11/2012 16:33:41; di Nopend 41300 dengan id (8856);
964191969;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:33:51; di Nopend 46300;
;Ubah data perusahaan;05/11/2012 16:33:59; ();
986391827;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:34:02; di Nopend 45500;
969322033;Ubah Data Faktur Penjualan 010.000-12.00007561;05/11/2012 16:34:18; di Nopend 41300 dengan id (8856);
;Insert Data Faktur Penjualan dgn Pemebeli BRI Tasikmalaya;05/11/2012 16:34:18; di Nopend 46100;
973351895;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:34:49; di Nopend 40900;
973364270;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:35:49; di Nopend 43200;
982390786;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:35:59; di Nopend 46200;
;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:36:09; di Nopend 45400;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:37:31; di Nopend 41300;
985391856;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:37:57; di Nopend 41100;
986391827;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:01; di Nopend 45500;
981397165;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:03; di Nopend 84300;
964195630;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:03; di Nopend 45100;
975360036;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:09; di Nopend 43100;
;Insert Data Faktur Penjualan dgn Pemebeli BRI Tasikmalaya;05/11/2012 16:38:09; di Nopend 46100;
973364270;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:26; di Nopend 43200;
971320482;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:31; di Nopend 40000;
982390786;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:38:59; di Nopend 46200;
968286884;Ubah Data Faktur Penjualan 030.000-12.00007552;05/11/2012 16:39:09; di Nopend 45300 dengan id (8847);
969336391;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:39:46; di Nopend 40600;
964191969;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:39:52; di Nopend 46300;
968286884;Ubah Data Faktur Penjualan 010.000-12.00007556;05/11/2012 16:41:35; di Nopend 45300 dengan id (8851);
983390940;Ubah Data Faktur Penjualan 030.000-12.00007554;05/11/2012 16:41:45; di Nopend 41200 dengan id (8849);
983390940;Ubah Data Faktur Penjualan 030.000-12.00007554;05/11/2012 16:41:45; di Nopend 41200 dengan id (8849);
973351895;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:41:57; di Nopend 40900;
964195630;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:42:03; di Nopend 45100;
972337842;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:42:24; di Nopend 45200;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:42:35; di Nopend 41300;
969336391;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:43:53; di Nopend 40600;
972337842;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:46:01; di Nopend 45200;
975360036;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:46:32; di Nopend 43100;
